NumberWithDash,EPM_ProductionControlItemID,EPM_MainMark,EPM_InstanceNumber,Assembly_MainPieceProductionCode,Assembly_MainPartLengthFt,Assembly_WeightEachLbs,Assembly_SurfaceAreaEachSqFt,Assembly_MainPartShape,Assembly_MainPartDimension,Assembly_MainPartFinishDescr,Assembly_TotalQuantityInJob,Assembly_NumSmallParts,EPM_AdjustedStationName,TimeInSeconds_ThisWorkSegment,Assembly_EstTotalHours_ThisLaborGroup
24-023,842525,B276,3,BEAM,3.47,413.905,27.69,HP,12 x 84,"D - Steel, Paint All",3,5,Weld,5142,0.0
24-023,842551,B281,1,BEAM,19.32,1897.023,131.06,HP,12 x 84,"D - Steel, Paint All",1,7,Fab/Layout,698,0.0
24-023,842551,B281,1,BEAM,19.32,1897.023,131.06,HP,12 x 84,"D - Steel, Paint All",1,7,Material Handling,169,0.0
24-023,842551,B281,1,BEAM,19.32,1897.023,131.06,HP,12 x 84,"D - Steel, Paint All",1,7,Weld,6122,0.0
24-023,842556,B282,1,BEAM,9.15,873.431,60.02,HP,12 x 84,"D - Steel, Paint All",2,3,Fab/Layout,2443,0.0
24-023,842556,B282,1,BEAM,9.15,873.431,60.02,HP,12 x 84,"D - Steel, Paint All",2,3,Material Handling,5,0.0
24-023,842556,B282,1,BEAM,9.15,873.431,60.02,HP,12 x 84,"D - Steel, Paint All",2,3,Weld,4066,0.0
24-023,842556,B282,2,BEAM,9.15,873.431,60.02,HP,12 x 84,"D - Steel, Paint All",2,3,Fab/Layout,1760,0.0
24-023,842556,B282,2,BEAM,9.15,873.431,60.02,HP,12 x 84,"D - Steel, Paint All",2,3,Material Handling,18,0.0
24-023,842556,B282,2,BEAM,9.15,873.431,60.02,HP,12 x 84,"D - Steel, Paint All",2,3,Weld,4891,0.0
24-023,842561,B283,1,BEAM,10.07,349.578,35.18,HP,8 x 36,"D - Steel, Paint All",1,5,Material Handling,4,0.0
24-023,842573,B285,1,BEAM,9.15,405.654,41.42,HP,8 x 36,"D - Steel, Paint All",2,7,Fab/Layout,339,0.0
24-023,842573,B285,1,BEAM,9.15,405.654,41.42,HP,8 x 36,"D - Steel, Paint All",2,7,Material Handling,11,0.0
24-023,842573,B285,1,BEAM,9.15,405.654,41.42,HP,8 x 36,"D - Steel, Paint All",2,7,Weld,1924,0.0
24-023,842573,B285,2,BEAM,9.15,405.654,41.42,HP,8 x 36,"D - Steel, Paint All",2,7,Fab/Layout,5016,0.0
24-023,842573,B285,2,BEAM,9.15,405.654,41.42,HP,8 x 36,"D - Steel, Paint All",2,7,Material Handling,12,0.0
24-023,842573,B285,2,BEAM,9.15,405.654,41.42,HP,8 x 36,"D - Steel, Paint All",2,7,Weld,3333,0.0
24-023,842598,B289,1,BEAM,18.2,1723.313,125.19,HP,12 x 84,"D - Steel, Paint All",1,10,Fab/Layout,1347,0.0
24-023,842598,B289,1,BEAM,18.2,1723.313,125.19,HP,12 x 84,"D - Steel, Paint All",1,10,Material Handling,237,0.0
24-023,842598,B289,1,BEAM,18.2,1723.313,125.19,HP,12 x 84,"D - Steel, Paint All",1,10,Paint,9,0.0
24-023,842598,B289,1,BEAM,18.2,1723.313,125.19,HP,12 x 84,"D - Steel, Paint All",1,10,Weld,4109,0.0
24-023,842616,B291,1,BEAM,16.69,2084.403,142.48,HP,12 x 84,"D - Steel, Paint All",1,16,Fab/Layout,6820,0.0
24-023,842616,B291,1,BEAM,16.69,2084.403,142.48,HP,12 x 84,"D - Steel, Paint All",1,16,Material Handling,277,0.0
24-023,842616,B291,1,BEAM,16.69,2084.403,142.48,HP,12 x 84,"D - Steel, Paint All",1,16,Paint,4,0.0
24-023,842616,B291,1,BEAM,16.69,2084.403,142.48,HP,12 x 84,"D - Steel, Paint All",1,16,Weld,21797,0.0
24-023,842628,B292,1,BEAM,16.69,1966.598,137.35,HP,12 x 84,"D - Steel, Paint All",1,16,Fab/Layout,1853,0.0
24-023,842628,B292,1,BEAM,16.69,1966.598,137.35,HP,12 x 84,"D - Steel, Paint All",1,16,Material Handling,228,0.0
24-023,842628,B292,1,BEAM,16.69,1966.598,137.35,HP,12 x 84,"D - Steel, Paint All",1,16,Paint,7,0.0
24-023,842628,B292,1,BEAM,16.69,1966.598,137.35,HP,12 x 84,"D - Steel, Paint All",1,16,Weld,18418,0.0
24-023,842637,B293,1,BEAM,18.2,1816.564,130.98,HP,12 x 84,"D - Steel, Paint All",1,13,Fab/Layout,3005,0.0
24-023,842637,B293,1,BEAM,18.2,1816.564,130.98,HP,12 x 84,"D - Steel, Paint All",1,13,Material Handling,226,0.0
24-023,842637,B293,1,BEAM,18.2,1816.564,130.98,HP,12 x 84,"D - Steel, Paint All",1,13,Paint,4,0.0
24-023,842637,B293,1,BEAM,18.2,1816.564,130.98,HP,12 x 84,"D - Steel, Paint All",1,13,Weld,2788,0.0
24-023,842668,B297,1,BEAM,16.77,1808.822,129.21,HP,12 x 84,"D - Steel, Paint All",1,17,Fab/Layout,2467,0.0
24-023,842668,B297,1,BEAM,16.77,1808.822,129.21,HP,12 x 84,"D - Steel, Paint All",1,17,Material Handling,117,0.0
24-023,842668,B297,1,BEAM,16.77,1808.822,129.21,HP,12 x 84,"D - Steel, Paint All",1,17,Weld,12363,0.0
24-023,842718,B302,1,BEAM,17.53,1702.967,122.7,HP,12 x 84,"D - Steel, Paint All",1,14,Fab/Layout,1497,0.0
24-023,842718,B302,1,BEAM,17.53,1702.967,122.7,HP,12 x 84,"D - Steel, Paint All",1,14,Material Handling,363,0.0
24-023,842718,B302,1,BEAM,17.53,1702.967,122.7,HP,12 x 84,"D - Steel, Paint All",1,14,Paint,12,0.0
24-023,842718,B302,1,BEAM,17.53,1702.967,122.7,HP,12 x 84,"D - Steel, Paint All",1,14,Weld,6349,0.0
24-023,842748,B308,3,BEAM,2.67,329.181,20.92,HP,12 x 84,"D - Steel, Paint All",3,3,Fab/Layout,4274,0.0
24-023,842748,B308,3,BEAM,2.67,329.181,20.92,HP,12 x 84,"D - Steel, Paint All",3,3,Material Handling,200,0.0
24-023,842748,B308,3,BEAM,2.67,329.181,20.92,HP,12 x 84,"D - Steel, Paint All",3,3,Weld,5423,0.0
24-023,842758,B310,1,BEAM,14.73,1815.202,124.21,HP,12 x 84,"D - Steel, Paint All",1,12,Fab/Layout,1024,0.0
24-023,842758,B310,1,BEAM,14.73,1815.202,124.21,HP,12 x 84,"D - Steel, Paint All",1,12,Material Handling,260,0.0
24-023,842758,B310,1,BEAM,14.73,1815.202,124.21,HP,12 x 84,"D - Steel, Paint All",1,12,Paint,4,0.0
24-023,842758,B310,1,BEAM,14.73,1815.202,124.21,HP,12 x 84,"D - Steel, Paint All",1,12,Weld,22781,0.0
24-023,842777,B312,1,BEAM,14.73,1815.202,124.21,HP,12 x 84,"D - Steel, Paint All",1,12,Material Handling,100,0.0
24-023,842777,B312,1,BEAM,14.73,1815.202,124.21,HP,12 x 84,"D - Steel, Paint All",1,12,Paint,5,0.0
24-023,842802,B315,1,BEAM,18.99,2226.48,152.94,HP,12 x 84,"D - Steel, Paint All",1,13,Fab/Layout,3511,0.0
24-023,842802,B315,1,BEAM,18.99,2226.48,152.94,HP,12 x 84,"D - Steel, Paint All",1,13,Material Handling,186,0.0
24-023,842802,B315,1,BEAM,18.99,2226.48,152.94,HP,12 x 84,"D - Steel, Paint All",1,13,Paint,6,0.0
24-023,842802,B315,1,BEAM,18.99,2226.48,152.94,HP,12 x 84,"D - Steel, Paint All",1,13,Weld,22008,0.0
24-023,842820,B317,1,BEAM,8.82,1319.077,88.56,HP,12 x 84,"D - Steel, Paint All",1,12,Fab/Layout,12962,0.0
24-023,842820,B317,1,BEAM,8.82,1319.077,88.56,HP,12 x 84,"D - Steel, Paint All",1,12,Weld,32214,0.0
24-023,842829,B318,1,BEAM,8.82,900.809,62.65,HP,12 x 84,"D - Steel, Paint All",1,7,Fab/Layout,5006,0.0
24-023,842829,B318,1,BEAM,8.82,900.809,62.65,HP,12 x 84,"D - Steel, Paint All",1,7,Material Handling,1324,0.0
24-023,842829,B318,1,BEAM,8.82,900.809,62.65,HP,12 x 84,"D - Steel, Paint All",1,7,Weld,9701,0.0
24-023,842839,B319,1,BEAM,8.82,1319.077,88.56,HP,12 x 84,"D - Steel, Paint All",1,12,Fab/Layout,14691,0.0
24-023,842839,B319,1,BEAM,8.82,1319.077,88.56,HP,12 x 84,"D - Steel, Paint All",1,12,Material Handling,2032,0.0
24-023,842839,B319,1,BEAM,8.82,1319.077,88.56,HP,12 x 84,"D - Steel, Paint All",1,12,Weld,28621,0.0
24-023,842848,B320,1,BEAM,8.82,1335.297,90.09,HP,12 x 84,"D - Steel, Paint All",1,14,Fab/Layout,19964,0.0
24-023,842848,B320,1,BEAM,8.82,1335.297,90.09,HP,12 x 84,"D - Steel, Paint All",1,14,Material Handling,859,0.0
24-023,842848,B320,1,BEAM,8.82,1335.297,90.09,HP,12 x 84,"D - Steel, Paint All",1,14,Weld,45262,0.0
24-023,842861,B321,1,BEAM,26.08,2408.51,174.81,HP,12 x 84,"D - Steel, Paint All",5,16,Fab/Layout,3349,0.0
24-023,842861,B321,1,BEAM,26.08,2408.51,174.81,HP,12 x 84,"D - Steel, Paint All",5,16,Material Handling,102,0.0
24-023,842861,B321,1,BEAM,26.08,2408.51,174.81,HP,12 x 84,"D - Steel, Paint All",5,16,Paint,4,0.0
24-023,842861,B321,1,BEAM,26.08,2408.51,174.81,HP,12 x 84,"D - Steel, Paint All",5,16,Weld,151,0.0
24-023,842861,B321,2,BEAM,26.08,2408.51,174.81,HP,12 x 84,"D - Steel, Paint All",5,16,Material Handling,178,0.0
24-023,842861,B321,2,BEAM,26.08,2408.51,174.81,HP,12 x 84,"D - Steel, Paint All",5,16,Peddi Assembler,3173,0.0
24-023,842861,B321,3,BEAM,26.08,2408.51,174.81,HP,12 x 84,"D - Steel, Paint All",5,16,Fab/Layout,2909,0.0
24-023,842861,B321,3,BEAM,26.08,2408.51,174.81,HP,12 x 84,"D - Steel, Paint All",5,16,Material Handling,226,0.0
24-023,842861,B321,3,BEAM,26.08,2408.51,174.81,HP,12 x 84,"D - Steel, Paint All",5,16,Paint,5,0.0
24-023,842861,B321,3,BEAM,26.08,2408.51,174.81,HP,12 x 84,"D - Steel, Paint All",5,16,Weld,11071,0.0
24-023,842861,B321,4,BEAM,26.08,2408.51,174.81,HP,12 x 84,"D - Steel, Paint All",5,16,Material Handling,536,0.0
24-023,842861,B321,4,BEAM,26.08,2408.51,174.81,HP,12 x 84,"D - Steel, Paint All",5,16,Peddi Assembler,2234,0.0
24-023,842861,B321,5,BEAM,26.08,2408.51,174.81,HP,12 x 84,"D - Steel, Paint All",5,16,Material Handling,61,0.0
24-023,842861,B321,5,BEAM,26.08,2408.51,174.81,HP,12 x 84,"D - Steel, Paint All",5,16,Peddi Assembler,3647,0.0
24-023,842873,B323,1,BEAM,26.08,2468.148,179.16,HP,12 x 84,"D - Steel, Paint All",1,19,Fab/Layout,1949,0.0
24-023,842873,B323,1,BEAM,26.08,2468.148,179.16,HP,12 x 84,"D - Steel, Paint All",1,19,Material Handling,125,0.0
24-023,842873,B323,1,BEAM,26.08,2468.148,179.16,HP,12 x 84,"D - Steel, Paint All",1,19,Paint,5,0.0
24-023,842873,B323,1,BEAM,26.08,2468.148,179.16,HP,12 x 84,"D - Steel, Paint All",1,19,Weld,7111,0.0
24-023,842903,B329,1,BEAM,26.08,2501.762,180.6,HP,12 x 84,"D - Steel, Paint All",1,19,Material Handling,95,0.0
24-023,842903,B329,1,BEAM,26.08,2501.762,180.6,HP,12 x 84,"D - Steel, Paint All",1,19,Peddi Assembler,3779,0.0
24-023,842926,B333,1,BEAM,11.9,516.104,53.68,HP,8 x 36,"D - Steel, Paint All",1,9,Fab/Layout,2517,0.0
24-023,842926,B333,1,BEAM,11.9,516.104,53.68,HP,8 x 36,"D - Steel, Paint All",1,9,Material Handling,97,0.0
24-023,842926,B333,1,BEAM,11.9,516.104,53.68,HP,8 x 36,"D - Steel, Paint All",1,9,Weld,12552,0.0
24-023,843000,B347,2,BEAM,19.8,2236.897,157.12,HP,12 x 84,"D - Steel, Paint All",2,17,Fab/Layout,6819,0.0
24-023,843000,B347,2,BEAM,19.8,2236.897,157.12,HP,12 x 84,"D - Steel, Paint All",2,17,Material Handling,226,0.0
24-023,843000,B347,2,BEAM,19.8,2236.897,157.12,HP,12 x 84,"D - Steel, Paint All",2,17,Paint,4,0.0
24-023,843000,B347,2,BEAM,19.8,2236.897,157.12,HP,12 x 84,"D - Steel, Paint All",2,17,Weld,14118,0.0
24-023,843037,B352,2,BEAM,19.8,2332.111,166.06,HP,12 x 84,"D - Steel, Paint All",2,23,Fab/Layout,4167,0.0
24-023,843037,B352,2,BEAM,19.8,2332.111,166.06,HP,12 x 84,"D - Steel, Paint All",2,23,Material Handling,243,0.0
24-023,843037,B352,2,BEAM,19.8,2332.111,166.06,HP,12 x 84,"D - Steel, Paint All",2,23,Paint,4,0.0
24-023,843037,B352,2,BEAM,19.8,2332.111,166.06,HP,12 x 84,"D - Steel, Paint All",2,23,Weld,39689,0.0
24-023,843047,B353,1,BEAM,21.31,2036.984,149.8,HP,12 x 84,"D - Steel, Paint All",1,16,Fab/Layout,4265,0.0
24-023,843047,B353,1,BEAM,21.31,2036.984,149.8,HP,12 x 84,"D - Steel, Paint All",1,16,Material Handling,120,0.0
24-023,843047,B353,1,BEAM,21.31,2036.984,149.8,HP,12 x 84,"D - Steel, Paint All",1,16,Weld,12338,0.0
24-023,843072,B356,1,BEAM,19.97,1895.76,137.97,HP,12 x 84,"D - Steel, Paint All",1,16,Fab/Layout,2947,0.0
24-023,843072,B356,1,BEAM,19.97,1895.76,137.97,HP,12 x 84,"D - Steel, Paint All",1,16,Material Handling,166,0.0
24-023,843072,B356,1,BEAM,19.97,1895.76,137.97,HP,12 x 84,"D - Steel, Paint All",1,16,Weld,8341,0.0
24-023,843112,B361,1,BEAM,19.32,1897.023,131.06,HP,12 x 84,"D - Steel, Paint All",5,7,Fab/Layout,2819,0.0
24-023,843112,B361,1,BEAM,19.32,1897.023,131.06,HP,12 x 84,"D - Steel, Paint All",5,7,Material Handling,142,0.0
24-023,843112,B361,1,BEAM,19.32,1897.023,131.06,HP,12 x 84,"D - Steel, Paint All",5,7,Weld,22981,0.0
24-023,843112,B361,3,BEAM,19.32,1897.023,131.06,HP,12 x 84,"D - Steel, Paint All",5,7,Material Handling,367,0.0
24-023,843112,B361,3,BEAM,19.32,1897.023,131.06,HP,12 x 84,"D - Steel, Paint All",5,7,Peddi Assembler,2064,0.0
24-023,843112,B361,4,BEAM,19.32,1897.023,131.06,HP,12 x 84,"D - Steel, Paint All",5,7,Material Handling,114,0.0
24-023,843112,B361,4,BEAM,19.32,1897.023,131.06,HP,12 x 84,"D - Steel, Paint All",5,7,Peddi Assembler,3330,0.0
24-023,843117,B362,1,BEAM,35.27,1279.872,140.47,HP,8 x 36,"D - Steel, Paint All",1,1,Fab/Layout,320,0.0
24-023,843121,B363,1,BEAM,14.73,1825.879,124.78,HP,12 x 84,"D - Steel, Paint All",1,12,Material Handling,4,0.0
24-023,843130,B364,1,BEAM,14.73,1831.422,125.74,HP,12 x 84,"D - Steel, Paint All",1,14,Weld,23204,0.0
24-023,843162,B367,1,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",1,15,Material Handling,4,0.0
24-023,843162,B367,1,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",1,15,Peddi Assembler,6696,0.0
24-023,843171,B368,1,BEAM,9.15,873.431,60.02,HP,12 x 84,"D - Steel, Paint All",1,3,Fab/Layout,6532,0.0
24-023,843171,B368,1,BEAM,9.15,873.431,60.02,HP,12 x 84,"D - Steel, Paint All",1,3,Material Handling,133,0.0
24-023,843171,B368,1,BEAM,9.15,873.431,60.02,HP,12 x 84,"D - Steel, Paint All",1,3,Weld,8875,0.0
24-023,843176,B369,1,BEAM,8.82,1319.077,88.56,HP,12 x 84,"D - Steel, Paint All",2,12,Fab/Layout,9151,0.0
24-023,843176,B369,1,BEAM,8.82,1319.077,88.56,HP,12 x 84,"D - Steel, Paint All",2,12,Material Handling,11,0.0
24-023,843176,B369,1,BEAM,8.82,1319.077,88.56,HP,12 x 84,"D - Steel, Paint All",2,12,Weld,31627,0.0
24-023,843176,B369,2,BEAM,8.82,1319.077,88.56,HP,12 x 84,"D - Steel, Paint All",2,12,Fab/Layout,3246,0.0
24-023,843176,B369,2,BEAM,8.82,1319.077,88.56,HP,12 x 84,"D - Steel, Paint All",2,12,Material Handling,143,0.0
24-023,843176,B369,2,BEAM,8.82,1319.077,88.56,HP,12 x 84,"D - Steel, Paint All",2,12,Weld,25297,0.0
24-023,843209,B374,3,BEAM,12.43,1201.102,85.64,HP,12 x 84,"D - Steel, Paint All",3,9,Fab/Layout,1654,0.0
24-023,843209,B374,3,BEAM,12.43,1201.102,85.64,HP,12 x 84,"D - Steel, Paint All",3,9,Material Handling,166,0.0
24-023,843209,B374,3,BEAM,12.43,1201.102,85.64,HP,12 x 84,"D - Steel, Paint All",3,9,Paint,3,0.0
24-023,843209,B374,3,BEAM,12.43,1201.102,85.64,HP,12 x 84,"D - Steel, Paint All",3,9,Weld,4059,0.0
24-023,843221,B376,1,BEAM,12.43,1201.102,85.64,HP,12 x 84,"D - Steel, Paint All",1,9,Fab/Layout,1082,0.0
24-023,843221,B376,1,BEAM,12.43,1201.102,85.64,HP,12 x 84,"D - Steel, Paint All",1,9,Material Handling,357,0.0
24-023,843221,B376,1,BEAM,12.43,1201.102,85.64,HP,12 x 84,"D - Steel, Paint All",1,9,Paint,4,0.0
24-023,843221,B376,1,BEAM,12.43,1201.102,85.64,HP,12 x 84,"D - Steel, Paint All",1,9,Weld,5258,0.0
24-023,843251,B381,2,BEAM,28.07,1014.776,111.78,HP,8 x 36,"D - Steel, Paint All",2,1,Fab/Layout,90,0.0
24-023,843265,B383,1,BEAM,26.04,2769.259,195.72,HP,12 x 84,"D - Steel, Paint All",1,18,Material Handling,1,0.0
24-023,843265,B383,1,BEAM,26.04,2769.259,195.72,HP,12 x 84,"D - Steel, Paint All",1,18,Paint,20,0.0
24-023,843287,B385,1,BEAM,15.05,1471.482,102.43,HP,12 x 84,"D - Steel, Paint All",1,7,Fab/Layout,1296,0.0
24-023,843287,B385,1,BEAM,15.05,1471.482,102.43,HP,12 x 84,"D - Steel, Paint All",1,7,Material Handling,169,0.0
24-023,843287,B385,1,BEAM,15.05,1471.482,102.43,HP,12 x 84,"D - Steel, Paint All",1,7,Weld,4988,0.0
24-023,843299,B387,1,BEAM,26.04,2897.208,205.38,HP,12 x 84,"D - Steel, Paint All",1,25,Fab/Layout,2917,0.0
24-023,843299,B387,1,BEAM,26.04,2897.208,205.38,HP,12 x 84,"D - Steel, Paint All",1,25,Material Handling,492,0.0
24-023,843299,B387,1,BEAM,26.04,2897.208,205.38,HP,12 x 84,"D - Steel, Paint All",1,25,Paint,4,0.0
24-023,843299,B387,1,BEAM,26.04,2897.208,205.38,HP,12 x 84,"D - Steel, Paint All",1,25,Weld,18067,0.0
24-023,843309,B388,1,BEAM,26.04,2829.98,202.5,HP,12 x 84,"D - Steel, Paint All",1,25,Fab/Layout,3917,0.0
24-023,843309,B388,1,BEAM,26.04,2829.98,202.5,HP,12 x 84,"D - Steel, Paint All",1,25,Material Handling,60,0.0
24-023,843309,B388,1,BEAM,26.04,2829.98,202.5,HP,12 x 84,"D - Steel, Paint All",1,25,Weld,34106,0.0
24-023,843318,B389,1,BEAM,27.55,2578.02,189.36,HP,12 x 84,"D - Steel, Paint All",1,18,Fab/Layout,3093,0.0
24-023,843318,B389,1,BEAM,27.55,2578.02,189.36,HP,12 x 84,"D - Steel, Paint All",1,18,Material Handling,74,0.0
24-023,843318,B389,1,BEAM,27.55,2578.02,189.36,HP,12 x 84,"D - Steel, Paint All",1,18,Weld,11278,0.0
24-023,843331,B390,1,BEAM,26.21,2428.122,176.57,HP,12 x 84,"D - Steel, Paint All",2,17,Fab/Layout,3589,0.0
24-023,843331,B390,1,BEAM,26.21,2428.122,176.57,HP,12 x 84,"D - Steel, Paint All",2,17,Material Handling,64,0.0
24-023,843331,B390,2,BEAM,26.21,2428.122,176.57,HP,12 x 84,"D - Steel, Paint All",2,17,Fab/Layout,5825,0.0
24-023,843331,B390,2,BEAM,26.21,2428.122,176.57,HP,12 x 84,"D - Steel, Paint All",2,17,Material Handling,97,0.0
24-023,843331,B390,2,BEAM,26.21,2428.122,176.57,HP,12 x 84,"D - Steel, Paint All",2,17,Weld,18466,0.0
24-023,843337,B391,1,BEAM,26.04,2802.873,197.16,HP,12 x 84,"D - Steel, Paint All",1,18,Fab/Layout,1641,0.0
24-023,843337,B391,1,BEAM,26.04,2802.873,197.16,HP,12 x 84,"D - Steel, Paint All",1,18,Material Handling,62,0.0
24-023,843337,B391,1,BEAM,26.04,2802.873,197.16,HP,12 x 84,"D - Steel, Paint All",1,18,Paint,3,0.0
24-023,843337,B391,1,BEAM,26.04,2802.873,197.16,HP,12 x 84,"D - Steel, Paint All",1,18,Weld,398,0.0
24-023,843347,B392,1,BEAM,26.04,2769.259,195.72,HP,12 x 84,"D - Steel, Paint All",1,18,Fab/Layout,2395,0.0
24-023,843347,B392,1,BEAM,26.04,2769.259,195.72,HP,12 x 84,"D - Steel, Paint All",1,18,Material Handling,207,0.0
24-023,843347,B392,1,BEAM,26.04,2769.259,195.72,HP,12 x 84,"D - Steel, Paint All",1,18,Paint,6,0.0
24-023,843347,B392,1,BEAM,26.04,2769.259,195.72,HP,12 x 84,"D - Steel, Paint All",1,18,Weld,25184,0.0
24-023,843356,B393,1,BEAM,27.55,2492.36,182.11,HP,12 x 84,"D - Steel, Paint All",1,12,Fab/Layout,5266,0.0
24-023,843356,B393,1,BEAM,27.55,2492.36,182.11,HP,12 x 84,"D - Steel, Paint All",1,12,Material Handling,50,0.0
24-023,843356,B393,1,BEAM,27.55,2492.36,182.11,HP,12 x 84,"D - Steel, Paint All",1,12,Weld,3444,0.0
24-023,843369,B394,1,BEAM,20.85,756.534,83.05,HP,8 x 36,"D - Steel, Paint All",2,1,Fab/Layout,108,0.0
24-023,843369,B394,2,BEAM,20.85,756.534,83.05,HP,8 x 36,"D - Steel, Paint All",2,1,Fab/Layout,146,0.0
24-023,843379,B396,1,BEAM,14.73,1868.168,127.19,HP,12 x 84,"D - Steel, Paint All",4,13,Material Handling,186,0.0
24-023,843379,B396,1,BEAM,14.73,1868.168,127.19,HP,12 x 84,"D - Steel, Paint All",4,13,Peddi Assembler,4970,0.0
24-023,843379,B396,2,BEAM,14.73,1868.168,127.19,HP,12 x 84,"D - Steel, Paint All",4,13,Material Handling,65,0.0
24-023,843379,B396,2,BEAM,14.73,1868.168,127.19,HP,12 x 84,"D - Steel, Paint All",4,13,Peddi Assembler,4908,0.0
24-023,843379,B396,3,BEAM,14.73,1868.168,127.19,HP,12 x 84,"D - Steel, Paint All",4,13,Material Handling,3,0.0
24-023,843379,B396,3,BEAM,14.73,1868.168,127.19,HP,12 x 84,"D - Steel, Paint All",4,13,Peddi Assembler,4903,0.0
24-023,843388,B397,1,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",4,15,Material Handling,335,0.0
24-023,843388,B397,1,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",4,15,Peddi Assembler,5801,0.0
24-023,843388,B397,2,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",4,15,Material Handling,380,0.0
24-023,843388,B397,2,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",4,15,Peddi Assembler,6654,0.0
24-023,843388,B397,3,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",4,15,Material Handling,243,0.0
24-023,843388,B397,3,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",4,15,Peddi Assembler,5303,0.0
24-023,843388,B397,4,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",4,15,Fab/Layout,2296,0.0
24-023,843388,B397,4,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",4,15,Material Handling,193,0.0
24-023,843388,B397,4,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",4,15,Paint,3,0.0
24-023,843388,B397,4,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",4,15,Weld,17127,0.0
24-023,843397,B398,1,BEAM,2.1,129.573,10.8,HP,8 x 36,"D - Steel, Paint All",1,3,Fab/Layout,2763,0.0
24-023,843397,B398,1,BEAM,2.1,129.573,10.8,HP,8 x 36,"D - Steel, Paint All",1,3,Material Handling,1,0.0
24-023,843397,B398,1,BEAM,2.1,129.573,10.8,HP,8 x 36,"D - Steel, Paint All",1,3,Weld,2944,0.0
24-023,843403,B400,1,BEAM,15.05,615.957,63.61,HP,8 x 36,"D - Steel, Paint All",1,4,Material Handling,4,0.0
24-023,843403,B400,1,BEAM,15.05,615.957,63.61,HP,8 x 36,"D - Steel, Paint All",1,4,Peddi Assembler,4,0.0
24-023,843409,B401,1,BEAM,26.08,2434.533,177.72,HP,12 x 84,"D - Steel, Paint All",2,19,Material Handling,409,0.0
24-023,843409,B401,1,BEAM,26.08,2434.533,177.72,HP,12 x 84,"D - Steel, Paint All",2,19,Peddi Assembler,3792,0.0
24-023,843409,B401,2,BEAM,26.08,2434.533,177.72,HP,12 x 84,"D - Steel, Paint All",2,19,Material Handling,5,0.0
24-023,843409,B401,2,BEAM,26.08,2434.533,177.72,HP,12 x 84,"D - Steel, Paint All",2,19,Peddi Assembler,3902,0.0
24-023,843415,B402,2,BEAM,17.08,620.544,68.03,HP,8 x 36,"D - Steel, Paint All",2,1,Fab/Layout,155,0.0
24-023,843415,B402,2,BEAM,17.08,620.544,68.03,HP,8 x 36,"D - Steel, Paint All",2,1,Material Handling,1,0.0
24-023,843419,B404,1,BEAM,15.05,615.957,63.61,HP,8 x 36,"D - Steel, Paint All",1,4,Material Handling,42,0.0
24-023,843419,B404,1,BEAM,15.05,615.957,63.61,HP,8 x 36,"D - Steel, Paint All",1,4,Peddi Assembler,1616,0.0
24-023,843425,B405,1,BEAM,18.49,2117.973,148.23,HP,12 x 84,"D - Steel, Paint All",1,16,Material Handling,154,0.0
24-023,843425,B405,1,BEAM,18.49,2117.973,148.23,HP,12 x 84,"D - Steel, Paint All",1,16,Peddi Assembler,6975,0.0
24-023,843434,B406,1,BEAM,18.49,2155.173,149.01,HP,12 x 84,"D - Steel, Paint All",1,15,Material Handling,769,0.0
24-023,843434,B406,1,BEAM,18.49,2155.173,149.01,HP,12 x 84,"D - Steel, Paint All",1,15,Peddi Assembler,5116,0.0
24-023,843444,B407,1,BEAM,20.01,1799.223,132.24,HP,12 x 84,"D - Steel, Paint All",1,9,Material Handling,110,0.0
24-023,843444,B407,1,BEAM,20.01,1799.223,132.24,HP,12 x 84,"D - Steel, Paint All",1,9,Peddi Assembler,618,0.0
24-023,843456,B408,1,BEAM,18.66,1759.487,127.14,HP,12 x 84,"D - Steel, Paint All",3,13,Material Handling,77,0.0
24-023,843456,B408,1,BEAM,18.66,1759.487,127.14,HP,12 x 84,"D - Steel, Paint All",3,13,Peddi Assembler,3822,0.0
24-023,843462,B409,1,BEAM,18.49,2161.345,153.07,HP,12 x 84,"D - Steel, Paint All",1,21,Material Handling,272,0.0
24-023,843462,B409,1,BEAM,18.49,2161.345,153.07,HP,12 x 84,"D - Steel, Paint All",1,21,Peddi Assembler,5469,0.0
